rank,openalex_author_id,author,rwd_name_variants,unique_retracted_papers,openalex_works,retracted_papers_per_100_works,first_retraction_year,last_retraction_year,median_retraction_lag_years,orcid,match_confidence,exact_match_papers,initial_match_papers
199,A5100421802,Yang Li,Yang Li,4,1113,0.36,2017,2024,2.0,https://orcid.org/0000-0003-4022-7341,High,4,0
200,A5100397400,Yang Yang,Yang Yang,4,685,0.58,2021,2024,4.0,https://orcid.org/0000-0001-6417-3654,High,4,0
201,A5100397426,Yang Yang,Yang Yang,4,830,0.48,2015,2025,2.0,https://orcid.org/0000-0001-7432-4735,High,4,0
202,A5100365024,Yi Wang,Yi Wang,4,54,7.41,2021,2023,5.5,https://orcid.org/0000-0003-3106-5838,High,4,0
203,A5035770690,Yi Zhang,Yi Zhang,4,235,1.7,2023,2025,4.0,https://orcid.org/0000-0001-9357-1205,High,4,0
204,A5065788628,Ying Liu,Ying Liu,4,673,0.59,2017,2023,6.0,https://orcid.org/0000-0003-1699-9309,High,4,0
205,A5100414473,Ying Liu,Ying Liu,4,24,16.67,2021,2023,2.0,https://orcid.org/0000-0003-4333-9496,High,4,0
206,A5100386029,Ying Zhang,Ying Zhang,4,45,8.89,2020,2021,1.5,https://orcid.org/0000-0001-7242-4150,High,4,0
207,A5100386275,Ying Zhang,Ying Zhang,4,135,2.96,2021,2024,2.5,https://orcid.org/0009-0000-4391-5516,High,4,0
208,A5022072267,Yu Liu,Yu Liu,4,1223,0.33,2011,2023,0.0,https://orcid.org/0000-0002-9702-349X,High,4,0
209,A5100445193,Yu Wang,Yu Wang,4,32,12.5,2021,2023,3.0,https://orcid.org/0000-0002-3194-1765,High,4,0
210,A5100433732,Yu Zhang,Yu Zhang,4,1096,0.36,2020,2024,1.0,https://orcid.org/0000-0003-3474-422X,High,4,0
211,A5068567113,Bin Liu,Bin Liu,3,5,60.0,2023,2023,1,https://orcid.org/0000-0002-4242-8692,High,3,0
212,A5100395450,Bin Liu,Bin Liu,3,119,2.52,2020,2023,2,https://orcid.org/0000-0001-9295-8176,High,3,0
213,A5100395591,Bin Liu,Bin Liu,3,206,1.46,2018,2024,2,https://orcid.org/0000-0003-3685-9469,High,3,0
214,A5100372359,Bin Wang,Bin Wang,3,304,0.99,2015,2021,2,https://orcid.org/0000-0002-4467-4176,High,3,0
215,A5100665448,Bin Wang,Bin Wang,3,296,1.01,2021,2023,6,https://orcid.org/0000-0002-2662-1986,High,3,0
216,A5055136222,Bin Zhang,Bin Zhang,3,360,0.83,2011,2025,0,https://orcid.org/0000-0003-1461-660X,High,3,0
217,A5100392806,Bin Zhang,Bin Zhang,3,665,0.45,2021,2021,3,https://orcid.org/0000-0002-1529-6356,High,3,0
218,A5100392839,Bin Zhang,Bin Zhang,3,283,1.06,2020,2025,7,https://orcid.org/0000-0002-4371-4746,High,3,0
219,A5100374413,Bo Li,Bo Li,3,356,0.84,2021,2025,3,https://orcid.org/0000-0002-2820-9098,High,3,0
220,A5100374484,Bo Li,Bo Li,3,460,0.65,2019,2023,6,https://orcid.org/0000-0003-0022-0583,High,3,0
221,A5100374494,Bo Li,Bo Li,3,66,4.55,2023,2025,3,https://orcid.org/0000-0003-0721-0601,High,3,0
222,A5100624421,Bo Li,Bo Li,3,150,2.0,2020,2023,3,https://orcid.org/0000-0002-7767-2732,High,3,0
223,A5063446205,Bo Wang,Bo Wang,3,296,1.01,2021,2023,13,https://orcid.org/0000-0001-9234-035X,High,3,0
224,A5100408006,Bo Wang,Bo Wang,3,443,0.68,2016,2023,2,https://orcid.org/0000-0001-7633-4435,High,3,0
225,A5100408160,Bo Wang,Bo Wang,3,1077,0.28,2013,2024,1,https://orcid.org/0000-0002-9620-3413,High,3,0
226,A5002187164,Chandra Gopala Rao,Chandra Gopala Rao,3,4,75.0,2015,2015,0,,High,3,0
227,A5056348144,Chandra Gopala Rao,Chandra Gopala Rao,3,3,100.0,2015,2015,0,,High,3,0
228,A5043389655,Chao Wang,Chao Wang,3,136,2.21,2020,2023,2,https://orcid.org/0000-0002-7120-5543,High,3,0
229,A5100326850,Dan Liu,Dan Liu,3,82,3.66,2014,2023,2,https://orcid.org/0000-0002-5731-9122,High,3,0
230,A5100411823,Dan Wang,Dan Wang,3,111,2.7,2023,2025,1,https://orcid.org/0000-0002-4706-1842,High,3,0
231,A5016017312,Fang Wang,Fang Wang,3,201,1.49,2021,2024,3,https://orcid.org/0000-0002-5280-2967,High,3,0
232,A5100321414,Fang Wang,Fang Wang,3,1022,0.29,2022,2026,4,https://orcid.org/0000-0002-4781-8673,High,3,0
233,A5100455845,Fei Wang,Fei Wang,3,325,0.92,2018,2023,1,https://orcid.org/0000-0002-5670-1944,High,3,0
234,A5023161928,Feng Li,Feng Li,3,319,0.94,2011,2011,0,https://orcid.org/0000-0002-4387-423X,High,3,0
235,A5100741399,Feng Wang,Feng Wang,3,351,0.85,2019,2023,4,https://orcid.org/0000-0002-7547-3115,High,3,0
236,A5018012012,Gang Li,Gang Li,3,3249,0.09,2010,2023,0,https://orcid.org/0000-0002-8573-1608,High,3,0
237,A5100367305,Gang Wang,Gang Wang,3,1039,0.29,2009,2021,2,https://orcid.org/0000-0001-6500-5863,High,3,0
238,A5100438788,Gang� Li,Gang Li,3,358,0.84,2021,2023,2,https://orcid.org/0000-0003-3875-2112,High,3,0
239,A5110380913,H Tanaka,Hiroyoshi Tanaka,3,8,37.5,2012,2013,10,,Review,0,3
240,A5100446035,Hao Wang,Hao Wang,3,1853,0.16,2020,2023,2,https://orcid.org/0000-0001-6881-9977,High,3,0
241,A5100446107,Hao Wang,Hao Wang,3,976,0.31,2023,2024,3,https://orcid.org/0000-0002-1961-0787,High,3,0
242,A5100446222,Hao Wang,Hao Wang,3,353,0.85,2011,2011,0,https://orcid.org/0000-0003-4558-1630,High,3,0
243,A5100396872,Hao Zhang,Hao Zhang,3,766,0.39,2010,2023,0,https://orcid.org/0000-0002-2058-7123,High,3,0
244,A5100339335,Hong Li,Hong Li,3,630,0.48,2011,2023,2,https://orcid.org/0000-0001-5679-9980,High,3,0
245,A5100369619,Hong Wang,Hong Wang,3,1578,0.19,2013,2021,1,https://orcid.org/0000-0002-9876-0176,High,3,0
246,A5100430234,Hong Zhang,Hong Zhang,3,167,1.8,2006,2024,3,https://orcid.org/0000-0001-6274-6949,High,3,0
247,A5113353372,Hong Zhang,Hong Zhang,3,264,1.14,2011,2011,0,https://orcid.org/0000-0002-4766-4221,High,3,0
248,A5004486459,Hui Li,Hui Li,3,266,1.13,2021,2024,3,https://orcid.org/0000-0001-8164-1624,High,3,0
249,A5100423922,Hui Li,Hui Li,3,623,0.48,2022,2024,2,https://orcid.org/0000-0002-7516-7126,High,3,0
250,A5101992212,Hui Li,Hui Li,3,61,4.92,2011,2011,0,https://orcid.org/0000-0001-8099-7602,High,3,0
251,A5100387609,Hui Liu,Hui Liu,3,860,0.35,2014,2023,2,https://orcid.org/0000-0002-7669-9386,High,3,0
252,A5101496931,Hui Liu,Hui Liu,3,228,1.32,2010,2025,1,https://orcid.org/0000-0002-0378-2701,High,3,0
253,A5101520987,Hui Liu,Hui Liu,3,34,8.82,2020,2023,3,https://orcid.org/0000-0002-0462-1256,High,3,0
254,A5100603362,Hui Wang,Hui Wang,3,105,2.86,2010,2011,0,https://orcid.org/0000-0002-2237-720X,High,3,0
255,A5100323469,Hui Zhang,Hui Zhang,3,548,0.55,2020,2023,3,https://orcid.org/0000-0002-5867-1478,High,3,0
256,A5100672023,Hui Zhang,Hui Zhang,3,35,8.57,2025,2025,6,https://orcid.org/0000-0003-0630-2010,High,3,0
257,A5066040834,J. Li,Jian Li,3,80,3.75,2010,2016,6,,Review,0,3
258,A5100402608,Jian Li,Jian Li,3,356,0.84,2021,2024,5,https://orcid.org/0000-0003-3320-7924,High,3,0
259,A5100370458,Jian Wang,Jian Wang,3,612,0.49,2022,2023,2,https://orcid.org/0000-0002-5137-0330,High,3,0
260,A5100370460,Jian Wang,Jian Wang,3,994,0.3,2017,2024,2,https://orcid.org/0000-0002-5335-8845,High,3,0
261,A5100332996,Jie Chen,Jie Chen,3,129,2.33,2023,2026,5,https://orcid.org/0000-0003-1230-6034,High,3,0
262,A5025401873,Jie Li,Jie Li,3,545,0.55,2022,2023,2,https://orcid.org/0000-0003-0121-1291,High,3,0
263,A5100679241,Jie Li,Jie Li,3,950,0.32,2019,2022,1,https://orcid.org/0000-0002-4974-6116,High,3,0
264,A5100719335,Jie Li,Jie Li,3,79,3.8,2023,2024,2,https://orcid.org/0000-0001-5423-5807,High,3,0
265,A5100454119,Jie Liu,Jie Liu,3,47,6.38,2023,2026,7,https://orcid.org/0000-0002-5423-9178,High,3,0
266,A5100454165,Jie Liu,Jie Liu,3,108,2.78,2013,2025,4,https://orcid.org/0000-0002-9792-5127,High,3,0
267,A5100454174,Jie Liu,Jie Liu,3,2259,0.13,2009,2025,3,https://orcid.org/0000-0003-0451-6111,High,3,0
268,A5100454199,Jie Liu,Jie Liu,3,265,1.13,2017,2022,3,https://orcid.org/0000-0003-2237-9309,High,3,0
269,A5100454227,Jie Liu,Jie Liu,3,203,1.48,2022,2024,3,https://orcid.org/0000-0003-4558-7776,High,3,0
270,A5100439986,Jie Wang,Jie Wang,3,186,1.61,2020,2023,2,https://orcid.org/0000-0001-5259-7054,High,3,0
271,A5100436618,Jie Zhang,Jie Zhang,3,569,0.53,2015,2024,3,https://orcid.org/0000-0001-6717-4118,High,3,0
272,A5100436631,Jie Zhang,Jie Zhang,3,847,0.35,2023,2023,2,https://orcid.org/0000-0001-7478-5670,High,3,0
273,A5100436791,Jie Zhang,Jie Zhang,3,737,0.41,2020,2021,4,https://orcid.org/0000-0002-6944-2021,High,3,0
274,A5100346128,Jin Wang,Jin Wang,3,623,0.48,2016,2024,3,https://orcid.org/0000-0002-0062-2489,High,3,0
275,A5100346147,Jin Wang,Jin Wang,3,988,0.3,2011,2025,5,https://orcid.org/0000-0002-2841-4913,High,3,0
276,A5100714128,Jing Chen,Jing Chen,3,643,0.47,2021,2024,2,https://orcid.org/0000-0002-6227-7393,High,3,0
277,A5100336923,Jing Li,Jing Li,3,720,0.42,2023,2024,5,https://orcid.org/0000-0002-3977-1641,High,3,0
278,A5100337026,Jing Li,Jing Li,3,860,0.35,2011,2013,0,https://orcid.org/0000-0002-9598-7420,High,3,0
279,A5100374963,Jing Liu,Jing Liu,3,1265,0.24,2021,2026,1,https://orcid.org/0000-0002-0844-5296,High,3,0
280,A5101446655,Jing Liu,Jing Liu,3,98,3.06,2023,2023,2,https://orcid.org/0000-0002-7483-4572,High,3,0
281,A5116016368,Jing Liu,Jing Liu,3,420,0.71,2023,2024,2,https://orcid.org/0000-0002-9377-1626,High,3,0
282,A5100378529,Jing Wang,Jing Wang,3,237,1.27,2023,2025,1,https://orcid.org/0000-0002-4979-1902,High,3,0
283,A5100378679,Jing Wang,Jing Wang,3,148,2.03,2022,2023,1,https://orcid.org/0000-0003-2475-423X,High,3,0
284,A5100765200,Jing Wang,Jing Wang,3,395,0.76,2021,2022,3,https://orcid.org/0000-0003-2891-670X,High,3,0
285,A5086482529,Jing Yang,Jing Yang,3,221,1.36,2022,2025,4,https://orcid.org/0000-0002-3286-0772,High,3,0
286,A5100459985,Jing Yang,Jing Yang,3,326,0.92,2010,2023,1,https://orcid.org/0000-0002-5973-248X,High,3,0
287,A5044865265,Jing Zhang,Jing Zhang,3,186,1.61,2021,2025,3,https://orcid.org/0000-0003-3234-9293,High,3,0
288,A5100623617,Jing Zhang,Jing Zhang,3,321,0.93,2020,2025,1,https://orcid.org/0000-0001-6841-6983,High,3,0
289,A5115603669,Jing Zhang,Jing Zhang,3,496,0.6,2011,2024,1,https://orcid.org/0000-0002-7650-4702,High,3,0
290,A5056404006,Jing Zhao,Jing Zhao,3,191,1.57,2010,2021,0,https://orcid.org/0000-0002-1325-8698,High,3,0
291,A5100421080,Juan Li,Juan Li,3,1025,0.29,2019,2024,1,https://orcid.org/0000-0003-4110-3295,High,3,0
292,A5019378283,Jun Chen,Jun Chen,3,138,2.17,2011,2011,0,https://orcid.org/0000-0001-8914-4323,High,3,0
293,A5109948506,Jun Iwamoto,Jun Iwamoto,3,12,25.0,2018,2022,12,,High,3,0
294,A5100362041,Jun Li,Jun Li,3,1165,0.26,2010,2019,0,https://orcid.org/0000-0003-1613-9448,High,3,0
295,A5100361602,Jun Liu,Jun Liu,3,436,0.69,2011,2024,2,https://orcid.org/0000-0001-5072-3205,High,3,0
296,A5100361707,Jun Liu,Jun Liu,3,869,0.35,2010,2025,1,https://orcid.org/0000-0001-8859-5405,High,3,0
297,A5100362133,Jun Liu,Jun Liu,3,1030,0.29,2013,2024,3,https://orcid.org/0000-0003-4800-7749,High,3,0
298,A5100384680,Jun Wang,Jun Wang,3,257,1.17,2019,2024,5,https://orcid.org/0000-0002-0578-046X,High,3,0
299,A5100433248,Jun Zhang,Jun Zhang,3,358,0.84,2023,2023,7,https://orcid.org/0000-0003-1113-6264,High,3,0
300,A5100440326,Lei Li,Lei Li,3,460,0.65,2010,2010,0,https://orcid.org/0000-0002-5374-7293,High,3,0
301,A5089272863,Lei Liu,Lei Liu,3,214,1.4,2022,2024,5,https://orcid.org/0000-0003-4898-5665,High,3,0
302,A5100435801,Lei Wang,Lei Wang,3,224,1.34,2023,2023,7,https://orcid.org/0000-0001-8412-1130,High,3,0
303,A5100435903,Lei Wang,Lei Wang,3,183,1.64,2021,2024,2,https://orcid.org/0000-0002-3392-3712,High,3,0
304,A5100435904,Lei Wang,Lei Wang,3,237,1.27,2014,2020,0,https://orcid.org/0000-0002-3400-0434,High,3,0
305,A5100436090,Lei Wang,Lei Wang,3,542,0.55,2019,2023,1,https://orcid.org/0000-0003-1405-9815,High,3,0
306,A5100436175,Lei Wang,Lei Wang,3,459,0.65,2016,2023,3,https://orcid.org/0009-0005-0050-0691,High,3,0
307,A5100433899,Lei Zhang,Lei Zhang,3,1690,0.18,2023,2024,2,https://orcid.org/0000-0002-2078-4215,High,3,0
308,A5100434072,Lei Zhang,Lei Zhang,3,1001,0.3,2011,2024,3,https://orcid.org/0009-0008-9783-092X,High,3,0
309,A5100733607,Lei Zhang,Lei Zhang,3,19,15.79,2021,2022,2,https://orcid.org/0000-0003-4116-7053,High,3,0
310,A5100741429,Lei Zhang,Lei Zhang,3,1222,0.25,2010,2022,3,https://orcid.org/0000-0001-7769-7377,High,3,0
311,A5100780609,Lei Zhang,Lei Zhang,3,616,0.49,2020,2023,2,https://orcid.org/0000-0002-2227-0613,High,3,0
312,A5100379155,Li Chen,Li Chen,3,1163,0.26,2011,2020,0,https://orcid.org/0000-0001-5345-1620,High,3,0
313,A5100379262,Li Chen,Li Chen,3,488,0.61,2020,2023,4,https://orcid.org/0000-0002-5842-838X,High,3,0
314,A5100361304,Li Li,Li Li,3,593,0.51,2016,2023,1,https://orcid.org/0000-0003-0524-7515,High,3,0
315,A5100361326,Li Li,Li Li,3,39,7.69,2024,2025,6,https://orcid.org/0000-0003-1182-0306,High,3,0
316,A5100418746,Li Liu,Li Liu,3,929,0.32,2013,2023,0,https://orcid.org/0000-0001-8512-8676,High,3,0
317,A5100418876,Li Liu,Li Liu,3,76,3.95,2010,2023,0,https://orcid.org/0000-0002-9949-9678,High,3,0
318,A5100418899,Li Liu,Li Liu,3,1088,0.28,2019,2023,2,https://orcid.org/0000-0003-2314-8756,High,3,0
319,A5100750703,Li Min,Min Li,3,161,1.86,2019,2023,6,https://orcid.org/0000-0001-8704-8805,High,3,0
320,A5100336161,Li Wang,Li Wang,3,1449,0.21,2015,2024,0,https://orcid.org/0000-0003-0510-7985,High,3,0
321,A5100336213,Li Wang,Li Wang,3,234,1.28,2013,2024,5,https://orcid.org/0000-0003-2838-9807,High,3,0
322,A5111499609,Li Wang,Li Wang,3,374,0.8,2022,2024,5,https://orcid.org/0000-0002-3356-0704,High,3,0
323,A5115695478,Li Wang,Li Wang,3,1480,0.2,2011,2022,2,https://orcid.org/0000-0002-0496-9500,High,3,0
324,A5116736541,Li Wang,Li Wang,3,803,0.37,2010,2011,1,https://orcid.org/0000-0003-3722-5986,High,3,0
325,A5100425585,Li Zhang,Li Zhang,3,583,0.51,2020,2024,8,https://orcid.org/0000-0002-4790-2138,High,3,0
326,A5100425738,Li Zhang,Li Zhang,3,313,0.96,2017,2023,2,https://orcid.org/0000-0003-2599-952X,High,3,0
327,A5008829405,Lin Wang,Lin Wang,3,378,0.79,2022,2024,1,https://orcid.org/0000-0003-0881-9689,High,3,0
328,A5100403087,Lin Wang,Lin Wang,3,1385,0.22,2021,2025,8,https://orcid.org/0000-0001-5716-6587,High,3,0
329,A5100351902,Lin Zhang,Lin Zhang,3,1299,0.23,2021,2024,3,https://orcid.org/0000-0003-0018-3903,High,3,0
330,A5100351970,Lin Zhang,Lin Zhang,3,42,7.14,2020,2023,1,https://orcid.org/0009-0000-8615-346X,High,3,0
331,A5100322864,Lingling Wang,Ling Wang,3,1090,0.28,2015,2021,3,https://orcid.org/0000-0003-0272-2974,High,3,0
332,A5100400752,Min Li,Min Li,3,1488,0.2,2019,2024,2,https://orcid.org/0000-0002-7113-2700,High,3,0
333,A5100340933,Min Wang,Min Wang,3,578,0.52,2021,2021,3,https://orcid.org/0000-0002-7268-5139,High,3,0
334,A5100402851,Min Zhang,Min Zhang,3,1833,0.16,2018,2023,3,https://orcid.org/0000-0001-8107-5212,High,3,0
335,A5100402876,Min Zhang,Min Zhang,3,416,0.72,2019,2024,1,https://orcid.org/0000-0002-0905-9303,High,3,0
336,A5100402925,Min Zhang,Min Zhang,3,467,0.64,2023,2025,2,https://orcid.org/0000-0002-6059-3798,High,3,0
337,A5100402981,Min Zhang,Min Zhang,3,501,0.6,2021,2025,4,https://orcid.org/0000-0003-1657-1337,High,3,0
338,A5100351543,Ming Li,Ming Li,3,207,1.45,2021,2023,4,https://orcid.org/0009-0002-9307-7009,High,3,0
339,A5100368110,Na Li,Na Li,3,719,0.42,2022,2023,3,https://orcid.org/0000-0002-4112-0944,High,3,0
340,A5100368136,Na Li,Na Li,3,464,0.65,2021,2023,1,https://orcid.org/0000-0002-6227-8433,High,3,0
341,A5100341013,Nan Li,Nan Li,3,401,0.75,2017,2021,2,https://orcid.org/0000-0001-7808-5161,High,3,0
342,A5100432770,Peng Li,Peng Li,3,890,0.34,2011,2011,0,https://orcid.org/0000-0003-1795-6466,High,3,0
343,A5028373050,Peng Zhang,Peng Zhang,3,65,4.62,2011,2015,0,https://orcid.org/0000-0002-5835-4034,High,3,0
344,A5044215108,Peng Zhang,Peng Zhang,3,3295,0.09,2022,2024,4,https://orcid.org/0000-0001-5345-3810,High,3,0
345,A5100364154,Peng Zhang,Peng Zhang,3,705,0.43,2018,2024,4,https://orcid.org/0000-0002-6218-1885,High,3,0
346,A5114375779,Peng Zhang,Peng Zhang,3,412,0.73,2020,2023,1,https://orcid.org/0000-0001-8344-101X,High,3,0
347,A5100435494,Ping Li,Ping Li,3,938,0.32,2007,2023,1,https://orcid.org/0000-0002-1503-0240,High,3,0
348,A5100435558,Ping Li,Ping Li,3,524,0.57,2021,2024,6,https://orcid.org/0000-0003-0332-867X,High,3,0
349,A5100435573,Ping Li,Ping Li,3,139,2.16,2021,2024,4,https://orcid.org/0000-0003-1872-1546,High,3,0
350,A5101895062,Ping Wang,Ping Wang,3,48,6.25,2022,2025,6,https://orcid.org/0000-0003-1548-9892,High,3,0
351,A5078667415,Ping Zhang,Ping Zhang,3,24,12.5,2023,2023,1,https://orcid.org/0000-0002-1633-5302,High,3,0
352,A5070344216,Qi Wang,Qi Wang,3,151,1.99,2021,2022,4,https://orcid.org/0000-0002-5324-8988,High,3,0
353,A5100341321,Qi Wang,Qi Wang,3,746,0.4,2010,2023,0,https://orcid.org/0000-0002-7028-4956,High,3,0
354,A5100340539,Qian Li,Qian Li,3,719,0.42,2021,2024,3,https://orcid.org/0000-0001-7614-5618,High,3,0
355,A5100340631,Qian Li,Qian Li,3,136,2.21,2022,2023,3,https://orcid.org/0000-0002-8814-6180,High,3,0
356,A5100391116,Qian Wang,Qian Wang,3,1157,0.26,2022,2022,2,https://orcid.org/0000-0002-8967-8525,High,3,0
357,A5100429872,Qiang Li,Qiang Li,3,304,0.99,2021,2025,5,https://orcid.org/0000-0001-5129-2603,High,3,0
358,A5018460987,Rui Wang,Rui Wang,3,92,3.26,2011,2022,0,https://orcid.org/0000-0003-3148-4872,High,3,0
359,A5100431163,Rui Wang,Rui Wang,3,1126,0.27,2007,2023,0,https://orcid.org/0000-0001-9048-2979,High,3,0
360,A5100431409,Rui Wang,Rui Wang,3,252,1.19,2024,2026,7,https://orcid.org/0000-0003-3830-4133,High,3,0
361,A5100421978,Rui Zhang,Rui Zhang,3,391,0.77,2009,2024,0,https://orcid.org/0000-0001-9418-0863,High,3,0
362,A5100422101,Rui Zhang,Rui Zhang,3,469,0.64,2021,2025,2,https://orcid.org/0000-0002-8664-6915,High,3,0
363,A5100455369,Tao Li,Tao Li,3,102,2.94,2022,2024,3,https://orcid.org/0000-0003-1044-3801,High,3,0
364,A5100338060,Tao Liu,Tao Liu,3,1010,0.3,2024,2024,5,https://orcid.org/0000-0001-9529-6550,High,3,0
365,A5100338087,Tao Liu,Tao Liu,3,269,1.12,2021,2024,3,https://orcid.org/0000-0002-0506-3356,High,3,0
366,A5100375860,Tao Zhang,Tao Zhang,3,581,0.52,2019,2019,20,https://orcid.org/0000-0002-9561-3242,High,3,0
367,A5100344375,Wei Chen,Wei Chen,3,240,1.25,2023,2025,3,https://orcid.org/0000-0002-0399-6216,High,3,0
368,A5100317967,Wei Li,Wei Li,3,208,1.44,2017,2022,3,https://orcid.org/0000-0001-5696-4309,High,3,0
369,A5100318238,Wei Li,Wei Li,3,420,0.71,2020,2023,1,https://orcid.org/0000-0002-6235-0749,High,3,0
370,A5100318462,Wei Li,Wei Li,3,416,0.72,2010,2024,2,https://orcid.org/0000-0003-4731-3226,High,3,0
371,A5100431623,Wei Liu,Wei Liu,3,627,0.48,2014,2023,5,https://orcid.org/0000-0001-5163-9742,High,3,0
372,A5100431723,Wei Liu,Wei Liu,3,308,0.97,2015,2023,2,https://orcid.org/0000-0002-0236-7071,High,3,0
373,A5100431817,Wei Liu,Wei Liu,3,217,1.38,2017,2023,2,https://orcid.org/0000-0002-4935-7591,High,3,0
374,A5100431895,Wei Liu,Wei Liu,3,1713,0.18,2020,2023,1,https://orcid.org/0000-0002-9302-8170,High,3,0
375,A5100431965,Wei Liu,Wei Liu,3,166,1.81,2020,2021,2,https://orcid.org/0000-0003-2702-0362,High,3,0
376,A5100391674,Wei Wang,Wei Wang,3,149,2.01,2010,2018,0,https://orcid.org/0000-0001-5873-2384,High,3,0
377,A5100392019,Wei Wang,Wei Wang,3,249,1.2,2015,2022,1,https://orcid.org/0000-0002-5868-835X,High,3,0
378,A5100392130,Wei Wang,Wei Wang,3,979,0.31,2017,2023,2,https://orcid.org/0000-0002-9485-583X,High,3,0
379,A5100392329,Wei Wang,Wei Wang,3,780,0.38,2020,2024,4,https://orcid.org/0009-0003-7539-9394,High,3,0
380,A5100652493,Wei Wang,Wei Wang,3,311,0.96,2023,2024,2,https://orcid.org/0000-0003-2642-3338,High,3,0
381,A5100749688,Wei Wang,Wei Wang,3,78,3.85,2021,2024,4,https://orcid.org/0000-0002-9369-7585,High,3,0
382,A5035465997,Wei Zhang,Wei Zhang,3,409,0.73,2022,2024,1,https://orcid.org/0000-0001-5292-7308,High,3,0
383,A5100441581,Wei Zhang,Wei Zhang,3,92,3.26,2021,2023,4,https://orcid.org/0000-0002-2001-1052,High,3,0
384,A5100441686,Wei Zhang,Wei Zhang,3,472,0.64,2023,2025,4,https://orcid.org/0000-0002-6885-5166,High,3,0
385,A5100781382,Wei Zhang,Wei Zhang,3,29,10.34,2021,2023,3,https://orcid.org/0000-0003-3438-6055,High,3,0
386,A5100409238,Wei Zhao,Wei Zhao,3,276,1.09,2014,2023,1,https://orcid.org/0000-0001-8440-2274,High,3,0
387,A5100644577,Wei Zhao,Wei Zhao,3,50,6.0,2022,2023,4,https://orcid.org/0000-0003-3807-7356,High,3,0
388,A5039233244,Xi Chen,Xi Chen,3,13,23.08,2019,2021,1,https://orcid.org/0000-0002-7378-071X,High,3,0
389,A5100329833,Xi Chen,Xi Chen,3,228,1.32,2023,2026,5,https://orcid.org/0000-0001-5398-3854,High,3,0
390,A5100329885,Xi Chen,Xi Chen,3,150,2.0,2023,2024,5,https://orcid.org/0000-0001-9579-279X,High,3,0
391,A5100329981,Xi Chen,Xi Chen,3,599,0.5,2022,2023,1,https://orcid.org/0000-0002-7995-6202,High,3,0
392,A5100353748,Xin Li,Xin Li,3,542,0.55,2020,2023,0,https://orcid.org/0000-0001-8328-4894,High,3,0
393,A5100612403,Xin Li,Xin Li,3,178,1.69,2023,2024,3,https://orcid.org/0000-0002-8898-9938,High,3,0
394,A5100327836,Xin Wang,Xin Wang,3,625,0.48,2016,2023,1,https://orcid.org/0000-0001-8079-8638,High,3,0
395,A5100328102,Xin Wang,Xin Wang,3,1263,0.24,2010,2022,2,https://orcid.org/0000-0003-2686-466X,High,3,0
396,A5100327329,Xin Zhang,Xin Zhang,3,116,2.59,2020,2023,4,https://orcid.org/0000-0001-6000-7448,High,3,0
397,A5111812676,Y. Sato,Yoshihiro Sato,3,23,13.04,2019,2024,25,,Review,2,1
398,A5100380296,Yan Li,Yan Li,3,301,1.0,2023,2024,1,https://orcid.org/0000-0002-0366-2048,High,3,0
399,A5100600960,Yan Li,Yan Li,3,34,8.82,2020,2021,6,https://orcid.org/0000-0002-0673-8853,High,3,0
400,A5100351009,Yan Liu,Yan Liu,3,67,4.48,2013,2024,3,https://orcid.org/0000-0001-7547-8699,High,3,0
401,A5100351095,Yan Liu,Yan Liu,3,236,1.27,2023,2023,1,https://orcid.org/0000-0002-6433-0151,High,3,0
402,A5100322684,Yan Wang,Yan Wang,3,318,0.94,2021,2023,3,https://orcid.org/0000-0002-4006-5859,High,3,0
403,A5046903577,Yan Zhang,Yan Zhang,3,310,0.97,2017,2023,1,https://orcid.org/0000-0002-2428-9211,High,3,0
404,A5100456117,Yan Zhang,Yan Zhang,3,428,0.7,2021,2024,2,https://orcid.org/0000-0001-6213-4416,High,3,0
405,A5100456355,Yan Zhang,Yan Zhang,3,273,1.1,2011,2023,1,https://orcid.org/0000-0003-0159-9062,High,3,0
406,A5100456460,Yan Zhang,Yan Zhang,3,54,5.56,2011,2023,2,https://orcid.org/0009-0007-4560-2629,High,3,0
407,A5100777320,Yan Zhang,Yan Zhang,3,374,0.8,2014,2025,3,https://orcid.org/0000-0002-7983-8396,High,3,0
408,A5100421383,Yang Li,Yang Li,3,486,0.62,2020,2024,6,https://orcid.org/0000-0001-9612-2704,High,3,0
409,A5100355692,Yang Liu,Yang Liu,3,3448,0.09,2023,2024,2,https://orcid.org/0000-0001-7300-9215,High,3,0
410,A5100356037,Yang Liu,Yang Liu,3,1170,0.26,2022,2024,2,https://orcid.org/0000-0002-9442-700X,High,3,0
411,A5100397581,Yang Yang,Yang Yang,3,51,5.88,2019,2019,6,https://orcid.org/0000-0002-3875-2473,High,3,0
412,A5100354659,Yang Zhang,Yang Zhang,3,1532,0.2,2022,2023,1,https://orcid.org/0000-0002-2739-1916,High,3,0
413,A5100354669,Yang Zhang,Yang Zhang,3,77,3.9,2021,2023,7,https://orcid.org/0000-0002-3209-5118,High,3,0
414,A5100354674,Yang Zhang,Yang Zhang,3,846,0.35,2015,2023,1,https://orcid.org/0000-0002-3476-8937,High,3,0
415,A5100397738,Yang� Yang,Yang Yang,3,597,0.5,2020,2024,2,https://orcid.org/0000-0003-1222-1209,High,3,0
