openalex_author_id,author,publisher,unique_retracted_papers
A5100419729,Yong Zhang,Hindawi,2
A5100419731,Yong Zhang,Association for Computing Machinery (ACM),1
A5100419755,Yong Zhang,Hindawi,1
A5100419763,Yong Zhang,Springer,1
A5100419785,Yong Zhang,Mary Ann Liebert,1
A5100419785,Yong Zhang,National Academy of Sciences (NAS),1
A5100419798,Yong Zhang,Elsevier,1
A5100419818,Yong Zhang,Hindawi,1
A5100419828,Yong Zhang,American Society for Biochemistry and Molecular Biology (ASBMB),1
A5100419828,Yong Zhang,Elsevier,1
A5100419828,Yong Zhang,Springer - Biomed Central (BMC),1
A5100419847,Yong Zhang,IOS Press (bought by Sage November 2023),1
A5100419847,Yong Zhang,Springer,1
A5100419855,Yong Zhang,Elsevier,1
A5100419855,Yong Zhang,PLoS,1
A5100419902,Yong Zhang,Hindawi,1
A5100420940,Jun Li,Hindawi,1
A5100420981,Juan Li,Royal Society of Chemistry (RSC),1
A5100420981,Juan Li,Springer - Nature Publishing Group,1
A5100420982,Juan Li,Taylor and Francis,1
A5100420987,Juan Li,PLoS,2
A5100420987,Juan Li,Hindawi,1
A5100420987,Juan Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100420987,Juan Li,Springer,1
A5100421009,Juan Li,Taylor and Francis - Dove Press,1
A5100421013,Juan Li,Elsevier,1
A5100421017,Juan Li,Hindawi,1
A5100421024,Juan Li,Impact Journals,1
A5100421027,Juan Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100421045,Juan Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100421057,Juan Li,Japan Society of Histochemistry and Cytochemistry,1
A5100421060,Juan Li,PLoS,1
A5100421078,Juan Li,Elsevier,1
A5100421080,Juan Li,American Chemical Society (ACS),1
A5100421080,Juan Li,Taylor and Francis,1
A5100421080,Juan Li,Wiley,1
A5100421250,Yang Li,Elsevier,1
A5100421250,Yang Li,Springer,1
A5100421258,Yang Li,Hindawi,1
A5100421277,Yang Li,ASTM International,1
A5100421314,Yang Li,eLife Sciences Publications,1
A5100421320,Yang Li,Modestum,1
A5100421326,Yang Li,Hindawi,1
A5100421336,Yang Li,Hindawi,1
A5100421383,Yang Li,Spandidos,2
A5100421383,Yang Li,IOS Press (bought by Sage November 2023),1
A5100421472,Yang Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100421479,Yang Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100421485,Yang Li,SAGE Publications,1
A5100421521,Yang Li,Elsevier - Cell Press,1
A5100421591,Yang Li,PLoS,1
A5100421591,Yang Li,Taylor and Francis - Dove Press,1
A5100421604,Yang Li,Spandidos,1
A5100421612,Yang Li,Hindawi,1
A5100421619,Yang Li,Modestum,1
A5100421627,Yang Li,Hindawi,1
A5100421656,Yang Li,Elsevier,1
A5100421668,Yang Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100421672,Yang Li,American Chemical Society (ACS),1
A5100421729,Yang Li,Hindawi,1
A5100421729,Yang Li,Springer - Nature Publishing Group,1
A5100421742,Yang Li,Spandidos,2
A5100421770,Yang Li,Hindawi,1
A5100421779,Yang Li,Wiley,1
A5100421802,Yang Li,Hindawi,1
A5100421802,Yang Li,Springer,1
A5100421802,Yang Li,Taylor and Francis - Dove Press,1
A5100421802,Yang Li,Wiley,1
A5100421808,Yang Li,Springer,1
A5100421809,Yang Li,Elsevier,1
A5100421809,Yang Li,Royal Society of Chemistry (RSC),1
A5100421839,Yang Li,Elsevier,1
A5100421941,Rui Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100421943,Rui Zhang,Taylor and Francis - Dove Press,1
A5100421967,Rui Zhang,"International Scientific Information, Inc",1
A5100421978,Rui Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100421978,Rui Zhang,IOS Press (bought by Sage November 2023),1
A5100421978,Rui Zhang,Springer,1
A5100422027,Rui Zhang,Hindawi,1
A5100422057,Rui Zhang,Wiley,1
A5100422067,Rui Zhang,Spandidos,2
A5100422067,Rui Zhang,Cellular Physiol Biochem Press,1
A5100422067,Rui Zhang,Elsevier,1
A5100422067,Rui Zhang,Korean Society for Molecular and Cellular Biology,1
A5100422067,Rui Zhang,Mary Ann Liebert,1
A5100422067,Rui Zhang,Taylor and Francis - Dove Press,1
A5100422095,Rui Zhang,PLoS,1
A5100422099,Rui Zhang,Royal Society of Chemistry (RSC),1
A5100422101,Rui Zhang,Elsevier - Cell Press,1
A5100422101,Rui Zhang,Hindawi,1
A5100422101,Rui Zhang,SAGE Publications,1
A5100422102,Rui Zhang,Hindawi,1
A5100422113,Rui Zhang,Wiley,1
A5100422157,Rui Zhang,Elsevier,1
A5100422164,Rui Zhang,Hindawi,1
A5100422178,Rui Zhang,Springer - Nature Publishing Group,1
A5100422186,Rui Zhang,Elsevier,1
A5100422187,Rui Zhang,Hindawi,1
A5100422203,Rui Zhang,Royal Society of Chemistry (RSC),1
A5100422247,Feng Wang,Hindawi,2
A5100422786,Qian Wang,Hindawi,1
A5100422786,Qian Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100423359,Yang Wang,Spandidos,1
A5100423803,Hui Li,Hindawi,1
A5100423818,Hui Li,Hindawi,1
A5100423834,Hui Li,Wiley,1
A5100423847,Hui Li,Oxford University Press,1
A5100423847,Hui Li,Springer,1
A5100423851,Hui Li,Hindawi,1
A5100423886,Hui Li,Hindawi,1
A5100423886,Hui Li,Wiley,1
A5100423889,Hui Li,Royal Society of Chemistry (RSC),1
A5100423891,Hui Li,Hindawi,1
A5100423905,Hui Li,Hindawi,2
A5100423905,Hui Li,Spandidos,2
A5100423905,Hui Li,Elsevier,1
A5100423905,Hui Li,Springer - Biomed Central (BMC),1
A5100423922,Hui Li,Elsevier - Cell Press,1
A5100423922,Hui Li,Hindawi,1
A5100423922,Hui Li,Spandidos,1
A5100423951,Hui Li,Elsevier,1
A5100423958,Hui Li,IOS Press (bought by Sage November 2023),1
A5100423962,Hui Li,IOS Press (bought by Sage November 2023),1
A5100423962,Hui Li,Spandidos,1
A5100423970,Hui Li,Oxford University Press,1
A5100423976,Hui Li,Elsevier,1
A5100423976,Hui Li,IOP Publishing,1
A5100423976,Hui Li,PLoS,1
A5100423976,Hui Li,Springer - Nature Publishing Group,1
A5100423990,Hui Li,Spandidos,2
A5100423995,Hui Li,Elsevier,1
A5100423995,Hui Li,Springer - Nature Publishing Group,1
A5100424342,Yong Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100424345,Yong Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100424345,Yong Wang,Taylor and Francis - Dove Press,1
A5100424356,Yong Wang,Impact Journals,1
A5100424372,Yong Wang,Springer,1
A5100424406,Yong Wang,Hindawi,1
A5100424416,Yong Wang,PLoS,1
A5100424421,Yong Wang,Portland Press,1
A5100424423,Wang Yong,SAGE Publications,1
A5100424435,Yong Wang,Spandidos,2
A5100424435,Yong Wang,Springer - Nature Publishing Group,1
A5100424451,Yong Wang,Springer,1
A5100424459,Yong Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100424487,Yong Wang,Spandidos,1
A5100424505,Yong Wang,Springer,1
A5100424507,Yong Wang,Wolters Kluwer - Medknow,1
A5100424516,Yong Wang,Springer,1
A5100424528,Yong Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100424546,Yong Wang,Taylor and Francis,1
A5100424547,Yong Wang,Portland Press,1
A5100424547,Yong Wang,Taylor and Francis - Dove Press,1
A5100424549,Yong Wang,Wiley,1
A5100424560,Yong Wang,Impact Journals,1
A5100425402,Li Zhang,Hindawi,1
A5100425408,Li Zhang,Wiley,1
A5100425431,Li Zhang,Association for Computing Machinery (ACM),1
A5100425444,Li Zhang,Spandidos,2
A5100425448,Li Zhang,Hindawi,1
A5100425454,Li Zhang,Elsevier,1
A5100425469,Li Zhang,Springer,1
A5100425484,Li Zhang,Hindawi,1
A5100425493,Li Zhang,Hindawi,1
A5100425496,Li Zhang,Springer - Biomed Central (BMC),1
A5100425496,Li Zhang,Wiley,1
A5100425505,Li Zhang,Hindawi,1
A5100425518,Li Zhang,Association for Computing Machinery (ACM),1
A5100425519,Li Zhang,Spandidos,1
A5100425523,Li Zhang,Springer - Nature Publishing Group,1
A5100425537,Li Zhang,De Gruyter,1
A5100425543,Li Zhang,Taylor and Francis - Dove Press,1
A5100425546,Li Zhang,Hindawi,1
A5100425549,Li Zhang,Hindawi,1
A5100425554,Li Zhang,Hindawi,4
A5100425554,Li Zhang,Ivyspring International Publisher,1
A5100425554,Li Zhang,Spandidos,1
A5100425554,Li Zhang,Springer,1
A5100425554,Li Zhang,Springer - Nature Publishing Group,1
A5100425554,Li Zhang,Taylor and Francis,1
A5100425564,Li Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100425574,Li Zhang,Hindawi,1
A5100425579,Li Zhang,Hindawi,1
A5100425585,Li Zhang,Royal Society of Chemistry (RSC),2
A5100425585,Li Zhang,IOP Publishing,1
A5100425588,Li Zhang,Springer - Biomed Central (BMC),1
A5100425590,Li Zhang,Canadian Science Publishing,1
A5100425605,Li Zhang,IOP Publishing,1
A5100425644,Li Zhang,Taylor and Francis,1
A5100425671,Li Zhang,Spandidos,4
A5100425671,Li Zhang,American Thoracic Society,1
A5100425671,Li Zhang,Canadian Science Publishing,1
A5100425671,Li Zhang,Elsevier,1
A5100425671,Li Zhang,Hindawi,1
A5100425671,Li Zhang,Springer - Nature Publishing Group,1
A5100425671,Li Zhang,Taylor and Francis - Dove Press,1
A5100425671,Li Zhang,Wiley,1
A5100425671,Li Zhang,Wolters Kluwer,1
A5100425672,Li Zhang,Spandidos,1
A5100425675,Li Zhang,Taylor and Francis,1
A5100425690,Lı Zhang,Springer,1
A5100425695,Li Zhang,PLoS,1
A5100425706,Li Zhang,PLoS,1
A5100425706,Li Zhang,Springer - Nature Publishing Group,1
A5100425709,Li Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100425714,Li Zhang,Hindawi,1
A5100425717,Li Zhang,Hindawi,1
A5100425733,Li Zhang,Elsevier,1
A5100425738,Li Zhang,Springer - Biomed Central (BMC),2
A5100425738,Li Zhang,Springer,1
A5100425743,Li Zhang,Hindawi,1
A5100425745,Li Zhang,Wiley,1
A5100425752,Li Zhang,SAGE Publications,1
A5100425772,Li Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100425776,Li Zhang,Hindawi,1
A5100427615,Hui Li,PLoS,1
A5100427618,Hui Li,Hindawi,1
A5100428173,Jie Li,British Institute of Radiology,1
A5100428176,Jie Li,Royal Society of Chemistry (RSC),1
A5100428187,Jie Li,The Company of Biologists,1
A5100428220,Jie Li,Wiley,2
A5100428226,Jie Li,SAGE Publications,1
A5100428245,Jie Li,Wiley,1
A5100428255,Jie Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100428260,Jie Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100428314,Jie Li,"International Scientific Information, Inc",1
A5100428322,Jie Li,Hindawi,2
A5100428322,Jie Li,Spandidos,2
A5100428322,Jie Li,Elsevier,1
A5100428326,Jie Li,Frontiers,1
A5100428354,Jie Li,Hindawi,1
A5100428355,Jie Li,Hindawi,1
A5100428524,Ying Zhang,Cellular Physiol Biochem Press,1
A5100428524,Ying Zhang,Frontiers,1
A5100428524,Ying Zhang,Taylor and Francis - Dove Press,1
A5100428821,Jie Chen,IEEE: Institute of Electrical and Electronics Engineers,1
A5100428821,Jie Chen,IOS Press (bought by Sage November 2023),1
A5100429872,Qiang Li,Wiley,2
A5100429872,Qiang Li,Wolters Kluwer - Medknow,1
A5100429888,Qiang Li,Elsevier - Cell Press,1
A5100429898,Qiang Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100429902,Qiang Li,Elsevier,1
A5100429904,Qiang Li,Chinese Academy of Sciences,1
A5100429907,Qiang Li,FUNPEC-RP,1
A5100429907,Qiang Li,Spandidos,1
A5100429918,Qiang Li,Springer,1
A5100429921,Qiang Li,Hindawi,1
A5100429934,Qiang Li,Hindawi,1
A5100429940,Qiang Li,Hindawi,1
A5100429945,Qiang Li,IOS Press (bought by Sage November 2023),1
A5100429967,Qiang Li,Elsevier,1
A5100429975,Qiang Li,Hindawi,3
A5100429975,Qiang Li,Wiley,1
A5100429976,Qiang Li,Elsevier,1
A5100429976,Qiang Li,Hindawi,1
A5100429992,Qiang Li,Hindawi,1
A5100430014,Qiang Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100430024,Qiang Li,Hindawi,1
A5100430036,Qiang Li,Elsevier,1
A5100430040,Qiang Li,Hindawi,2
A5100430041,Qiang Li,Cellular Physiol Biochem Press,1
A5100430070,Qiang Li,Taylor and Francis,1
A5100430074,Qiang Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100430232,Hong Zhang,Hindawi,1
A5100430234,Hong Zhang,Oxford University Press,1
A5100430234,Hong Zhang,Spandidos,1
A5100430234,Hong Zhang,Springer,1
A5100430241,Hong Zhang,Frontiers,1
A5100430241,Hong Zhang,Springer,1
A5100430243,Hong Zhang,Spandidos,1
A5100430253,Hong Zhang,PLoS,1
A5100430253,Hong Zhang,Springer - Biomed Central (BMC),1
A5100430256,Hong Zhang,IOS Press (bought by Sage November 2023),1
A5100430256,Hong Zhang,Spandidos,1
A5100430282,Hong Zhang,Springer,1
A5100430306,Hong Zhang,Frontiers,3
A5100430306,Hong Zhang,Springer,3
A5100430306,Hong Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100430306,Hong Zhang,Wiley,1
A5100430317,Hong Zhang,Spandidos,1
A5100430322,Hong Zhang,AVES Yayincilik Ltd,1
A5100430323,Hong Zhang,Elsevier,1
A5100430333,Hong Zhang,Cellular Physiol Biochem Press,1
A5100430333,Hong Zhang,Elsevier,1
A5100430342,Hong Zhang,PLoS,1
A5100430342,Hong Zhang,Taylor and Francis - Dove Press,1
A5100430359,Hong Zhang,Springer - Biomed Central (BMC),1
A5100430364,Hong Zhang,Hindawi,1
A5100430367,Hong Zhang,Hindawi,1
A5100430372,Hong Zhang,Elsevier,1
A5100430719,Ying Liu,Hindawi,1
A5100431122,Rui Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100431147,Rui Wang,Springer - Nature Publishing Group,1
A5100431152,Rui Wang,Spandidos,1
A5100431163,Rui Wang,IEEE: Institute of Electrical and Electronics Engineers,2
A5100431163,Rui Wang,Hindawi,1
A5100431169,Feng Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100431194,Rui Wang,Hindawi,1
A5100431213,Rui Wang,Elsevier,1
A5100431239,Rui Wang,Taylor and Francis,1
A5100431252,Feng Wang,Impact Journals,1
A5100431254,Rui Wang,Elsevier,1
A5100431254,Rui Wang,Taylor and Francis,1
A5100431279,Rui Wang,Hindawi,1
A5100431330,Feng Wang,Elsevier - Cell Press,1
A5100431366,Rui Wang,Elsevier,1
A5100431366,Rui Wang,Frontiers,1
A5100431387,Rui Wang,Hindawi,1
A5100431391,Feng Wang,Springer - Biomed Central (BMC),1
A5100431408,Rui Wang,American Chemical Society (ACS),1
A5100431408,Rui Wang,Hindawi,1
A5100431408,Rui Wang,SAGE Publications,1
A5100431408,Rui Wang,Springer - Nature Publishing Group,1
A5100431409,Rui Wang,Frontiers,1
A5100431409,Rui Wang,Hindawi,1
A5100431409,Rui Wang,Impact Journals,1
A5100431428,Rui Wang,Hindawi,1
A5100431441,Feng Wang,Elsevier,1
A5100431442,Rui Wang,Springer,1
A5100431623,Wei Liu,American Diabetes Association,2
A5100431623,Wei Liu,Hindawi,1
A5100431678,Wei Liu,Springer,1
A5100431687,Wei Liu,Elsevier - Cell Press,1
A5100431688,Wei Liu,Hindawi,1
A5100431706,Wei Liu,Ivyspring International Publisher,1
A5100431706,Wei Liu,Springer - Nature Publishing Group,1
A5100431723,Wei Liu,Springer,1
A5100431723,Wei Liu,Springer - Nature Publishing Group,1
A5100431723,Wei Liu,Taylor and Francis,1
A5100431730,Wei Liu,PLoS,1
A5100431734,Wei Liu,American Physiological Society,1
A5100431738,Wei Liu,Elsevier,1
A5100431738,Wei Liu,Taylor and Francis,1
A5100431774,Wei Liu,Springer,1
A5100431782,Wei Liu,"International Scientific Information, Inc",1
A5100431798,Wei Liu,"International Scientific Information, Inc",1
A5100431810,Wei Liu,Hindawi,1
A5100431810,Wei Liu,Taylor and Francis,1
A5100431816,Wei Liu,Frontiers,1
A5100431816,Wei Liu,Royal Society of Chemistry (RSC),1
A5100431816,Wei Liu,Spandidos,1
A5100431816,Wei Liu,Taylor and Francis - Dove Press,1
A5100431817,Wei Liu,Spandidos,1
A5100431817,Wei Liu,Springer,1
A5100431817,Wei Liu,Springer - Nature Publishing Group,1
A5100431845,Wei Liu,Elsevier,1
A5100431848,Wei Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100431884,Wei Liu,BioScientifica,1
A5100431895,Wei Liu,Hindawi,2
A5100431895,Wei Liu,Cold Spring Harbor Laboratory Press,1
A5100431918,Wei Liu,Hindawi,1
A5100431923,Wei Liu,Hindawi,1
A5100431941,Wei Liu,Elsevier,1
A5100431943,Wei Liu,American Society for Microbiology,1
A5100431943,Wei Liu,Impact Journals,1
A5100431945,Wei Liu,Hindawi,1
A5100431954,Wei Liu,Spandidos,1
A5100431965,Wei Liu,Oxford University Press,2
A5100431965,Wei Liu,Springer,1
A5100431977,Wei Liu,IOP Publishing,1
A5100431998,Wei Liu,Hindawi,1
A5100432002,Wei Liu,Portland Press,1
A5100432003,Wei Liu,Springer - Nature Publishing Group,1
A5100432006,Wei Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100432006,Wei Liu,Springer - Biomed Central (BMC),1
A5100432026,Wei Liu,Elsevier,1
A5100432027,Wei Liu,Royal Society Publishing,1
A5100432606,Wei Chen,IEEE: Institute of Electrical and Electronics Engineers,1
A5100432613,Peng Li,Hindawi,1
A5100432619,Peng Li,IOS Press (bought by Sage November 2023),2
A5100432627,Peng Li,Hindawi,1
A5100432665,Peng Li,Hindawi,2
A5100432667,Peng Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100432672,Peng Li,Springer - Biomed Central (BMC),1
A5100432714,Peng Li,Elsevier,1
A5100432714,Peng Li,Royal Society of Chemistry (RSC),1
A5100432719,Peng Li,Wiley,1
A5100432721,Peng Li,Elsevier,1
A5100432734,Peng Li,Frontiers,1
A5100432747,Peng Li,Hindawi,1
A5100432748,Peng Li,Springer - Nature Publishing Group,1
A5100432770,Peng Li,IEEE: Institute of Electrical and Electronics Engineers,3
A5100432772,Peng Li,Frontiers,1
A5100432772,Peng Li,Spandidos,1
A5100432784,Peng Li,Oxford University Press,1
A5100432789,Peng Li,Elsevier,1
A5100432789,Peng Li,"International Scientific Information, Inc",1
A5100432795,Peng Li,Springer - Nature Publishing Group,1
A5100433054,Jun Zhang,Frontiers,1
A5100433063,Jun Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100433067,Jun Zhang,Hindawi,1
A5100433067,Jun Zhang,Wiley,1
A5100433068,Jun Zhang,Hindawi,1
A5100433106,Jun Zhang,Springer,1
A5100433112,Jun Zhang,Hindawi,1
A5100433120,Jun Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100433127,Jun Zhang,Hindawi,1
A5100433138,Jun Zhang,Hindawi,1
A5100433138,Jun Zhang,Springer,1
A5100433142,Jun Zhang,Springer,1
A5100433153,Jun Zhang,Wiley,1
A5100433174,Jun Zhang,Springer - Biomed Central (BMC),1
A5100433187,Jun Zhang,Spandidos,1
A5100433188,Jun Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100433198,Jun Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100433230,Jun Zhang,Hindawi,1
A5100433245,Zhang Jun,Hindawi,1
A5100433246,Jun Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100433248,Jun Zhang,Elsevier,1
A5100433248,Jun Zhang,Hindawi,1
A5100433248,Jun Zhang,Taylor and Francis - Dove Press,1
A5100433259,Jun Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100433266,Jun Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100433276,Jun Zhang,Taylor and Francis,1
A5100433289,Jun Zhang,Elsevier - Cell Press,1
A5100433301,Jun Zhang,Elsevier,1
A5100433374,Yu Zhang,Springer,1
A5100433374,Yu Zhang,Wiley,1
A5100433385,Yu Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100433388,Yu Zhang,Wiley,1
A5100433396,Yu Zhang,Hindawi,1
A5100433400,Yu Zhang,Hindawi,1
A5100433406,Yu Zhang,Hindawi,1
A5100433406,Yu Zhang,Taylor and Francis,1
A5100433408,Yu Zhang,Hindawi,1
A5100433410,Yu Zhang,Frontiers,1
A5100433411,Yu Zhang,Springer - Nature Publishing Group,1
A5100433414,Yu Zhang,IOP Publishing,1
A5100433414,Yu Zhang,Springer - Nature Publishing Group,1
A5100433418,Yu Zhang,PLoS,1
A5100433424,Yu Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100433435,Yu Zhang,Springer,1
A5100433452,Yu Zhang,Wiley,1
A5100433470,Yu Zhang,Hindawi,1
A5100433479,Yu Zhang,"International Scientific Information, Inc",1
A5100433516,Yu Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100433532,Yu Zhang,De Gruyter,1
A5100433539,Yu Zhang,eLife Sciences Publications,1
A5100433546,Yu Zhang,Elsevier,1
A5100433561,Yu Zhang,Springer - Biomed Central (BMC),1
A5100433564,Yu Zhang,Hindawi,1
A5100433581,Yu Zhang,Hindawi,1
A5100433592,Yu Zhang,Springer - Nature Publishing Group,1
A5100433614,Yu Zhang,Hindawi,1
A5100433617,Yu Zhang,Springer - Biomed Central (BMC),1
A5100433638,Yu Zhang,Taylor and Francis - Dove Press,1
A5100433658,Yu Zhang,Hindawi,1
A5100433668,Yu Zhang,American Association for Cancer Research,1
A5100433684,Yu Zhang,Hindawi,2
A5100433685,Yu Zhang,Spandidos,1
A5100433687,Yu Zhang,Elsevier,1
A5100433692,Yu Zhang,Hindawi,1
A5100433702,Yu Zhang,Springer,1
A5100433702,Yu Zhang,Taylor and Francis,1
A5100433712,Yu Zhang,Hindawi,1
A5100433719,Yu Zhang,American Society for Microbiology,1
A5100433731,Yu Zhang,Springer - Nature Publishing Group,1
A5100433732,Yu Zhang,Hindawi,2
A5100433732,Yu Zhang,Taylor and Francis - Dove Press,1
A5100433732,Yu Zhang,Wiley,1
A5100433737,Yu Zhang,Spandidos,1
A5100433740,Yu Zhang,Hindawi,1
A5100433740,Yu Zhang,PLoS,1
A5100433763,Yu Zhang,Hindawi,2
A5100433763,Yu Zhang,Springer - Biomed Central (BMC),1
A5100433793,Lei Zhang,Elsevier,1
A5100433814,Lei Zhang,Elsevier,1
A5100433814,Lei Zhang,Wiley,1
A5100433831,Lei Zhang,Portland Press,1
A5100433842,Lei Zhang,Elsevier,1
A5100433858,Lei Zhang,Portland Press,1
A5100433880,Lei Zhang,Hindawi,1
A5100433894,Lei Zhang,IEEE: Institute of Electrical and Electronics Engineers,2
A5100433899,Lei Zhang,Hindawi,3
A5100433917,Lei Zhang,Hindawi,1
A5100433917,Lei Zhang,IOS Press (bought by Sage November 2023),1
A5100433946,Lei Zhang,Hindawi,1
A5100433953,Lei Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100433983,Lei Zhang,Frontiers,1
A5100433985,Lei Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100433988,Lei Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
