openalex_author_id,author,reason,unique_retracted_papers
A5100358725,Hong Zhang,Euphemisms for Plagiarism,1
A5100358725,Hong Zhang,Plagiarism of/in Article,1
A5100358766,Bo Zhang,Notice - Limited or No Information,1
A5100358862,Yang Liu,Breach of Policy by Author,1
A5100358862,Yang Liu,Notice - Limited or No Information,1
A5100358902,Jun Liu,Breach of Policy by Author,1
A5100358902,Jun Liu,Date of Article and/or Notice Unknown,1
A5100358902,Jun Liu,Notice - Limited or No Information,1
A5100358931,Ying Li,Breach of Policy by Author,1
A5100358931,Ying Li,Date of Article and/or Notice Unknown,1
A5100358931,Ying Li,Notice - Limited or No Information,1
A5100360957,Li Li,Date of Article and/or Notice Unknown,1
A5100360957,Li Li,Euphemisms for Plagiarism,1
A5100360957,Li Li,Plagiarism of/in Article,1
A5100360957,Li Li,Taken from Dissertation/Thesis,1
A5100360971,Li Li,Breach of Policy by Author,1
A5100360971,Li Li,Date of Article and/or Notice Unknown,1
A5100360971,Li Li,Notice - Limited or No Information,1
A5100360989,Li Li,Compromised Peer Review,1
A5100360989,Li Li,Concerns/Issues about Data,1
A5100360989,Li Li,Concerns/Issues about Referencing/Attributions,1
A5100360989,Li Li,Rogue Editor,1
A5100360989,Li Li,Unreliable Results and/or Conclusions,1
A5100361004,Li Li,Computer-Aided Content or Computer-Generated Content,1
A5100361004,Li Li,Concerns/Issues about Data,1
A5100361004,Li Li,Concerns/Issues about Peer Review,1
A5100361004,Li Li,Concerns/Issues about Referencing/Attributions,1
A5100361004,Li Li,Concerns/Issues about Results and/or Conclusions,1
A5100361004,Li Li,Paper Mill,1
A5100361004,Li Li,Unreliable Results and/or Conclusions,1
A5100361005,Li Li,Concerns/Issues about Data,2
A5100361005,Li Li,Concerns/Issues about Results and/or Conclusions,2
A5100361005,Li Li,Paper Mill,2
A5100361005,Li Li,Unreliable Results and/or Conclusions,2
A5100361005,Li Li,Compromised Peer Review,1
A5100361005,Li Li,Computer-Aided Content or Computer-Generated Content,1
A5100361005,Li Li,Concerns/Issues about Peer Review,1
A5100361005,Li Li,Concerns/Issues about Referencing/Attributions,1
A5100361005,Li Li,Duplication of/in Article,1
A5100361005,Li Li,Original Data and/or Images not Provided and/or not Available,1
A5100361020,Li Li,Breach of Policy by Author,1
A5100361020,Li Li,Date of Article and/or Notice Unknown,1
A5100361020,Li Li,Notice - Limited or No Information,1
A5100361027,Li Li,Author Unresponsive,1
A5100361027,Li Li,Concerns/Issues about Referencing/Attributions,1
A5100361027,Li Li,Error in Data,1
A5100361027,Li Li,Objections by Author(s),1
A5100361027,Li Li,Unreliable Results and/or Conclusions,1
A5100361031,Li Li,Breach of Policy by Author,1
A5100361031,Li Li,Date of Article and/or Notice Unknown,1
A5100361031,Li Li,Notice - Limited or No Information,1
A5100361041,Li Li,Computer-Aided Content or Computer-Generated Content,1
A5100361041,Li Li,Concerns/Issues about Referencing/Attributions,1
A5100361041,Li Li,Concerns/Issues about Results and/or Conclusions,1
A5100361041,Li Li,Objections by Author(s),1
A5100361041,Li Li,Unreliable Results and/or Conclusions,1
A5100361046,Li Li,Unreliable Results and/or Conclusions,2
A5100361046,Li Li,Compromised Peer Review,1
A5100361046,Li Li,Concerns/Issues about Data,1
A5100361046,Li Li,Concerns/Issues about Human Subject Welfare,1
A5100361046,Li Li,Concerns/Issues about Peer Review,1
A5100361046,Li Li,Concerns/Issues about Referencing/Attributions,1
A5100361046,Li Li,Lack of IRB/IACUC Approval and/or Compliance,1
A5100361046,Li Li,Paper Mill,1
A5100361061,Li Li,Compromised Peer Review,1
A5100361061,Li Li,Concerns/Issues about Referencing/Attributions,1
A5100361061,Li Li,Objections by Author(s),1
A5100361061,Li Li,Unreliable Results and/or Conclusions,1
A5100361063,Li Li,Notice - Limited or No Information,1
A5100361063,Li Li,Removed,1
A5100361077,Li Li,Notice - Limited or No Information,1
A5100361099,Li Li,Computer-Aided Content or Computer-Generated Content,1
A5100361099,Li Li,Concerns/Issues about Data,1
A5100361099,Li Li,Concerns/Issues about Peer Review,1
A5100361099,Li Li,Concerns/Issues about Referencing/Attributions,1
A5100361099,Li Li,Concerns/Issues about Results and/or Conclusions,1
A5100361099,Li Li,Informed/Patient Consent - None/Withdrawn,1
A5100361099,Li Li,Lack of IRB/IACUC Approval and/or Compliance,1
A5100361099,Li Li,Paper Mill,1
A5100361099,Li Li,Unreliable Results and/or Conclusions,1
A5100361104,Li Li,Breach of Policy by Author,1
A5100361104,Li Li,Date of Article and/or Notice Unknown,1
A5100361104,Li Li,Notice - Limited or No Information,1
A5100361111,Li Li,Date of Article and/or Notice Unknown,1
A5100361111,Li Li,Notice - Limited or No Information,1
A5100361111,Li Li,Removed,1
A5100361117,Li Li,Notice - Limited or No Information,1
A5100361131,Li Li,Computer-Aided Content or Computer-Generated Content,2
A5100361131,Li Li,Concerns/Issues about Data,2
A5100361131,Li Li,Concerns/Issues about Peer Review,2
A5100361131,Li Li,Concerns/Issues about Referencing/Attributions,2
A5100361131,Li Li,Concerns/Issues about Results and/or Conclusions,2
A5100361131,Li Li,Paper Mill,2
A5100361131,Li Li,Unreliable Results and/or Conclusions,2
A5100361142,Li Li,Breach of Policy by Author,1
A5100361142,Li Li,Notice - Limited or No Information,1
A5100361147,Li Li,Author Unresponsive,2
A5100361147,Li Li,Concerns/Issues about Image,2
A5100361147,Li Li,Paper Mill,2
A5100361147,Li Li,Error in Materials,1
A5100361147,Li Li,Error in Methods,1
A5100361147,Li Li,Original Data and/or Images not Provided and/or not Available,1
A5100361147,Li Li,Plagiarism of Image,1
A5100361147,Li Li,Unreliable Results and/or Conclusions,1
A5100361182,Li Li,Compromised Peer Review,1
A5100361182,Li Li,Concerns/Issues about Referencing/Attributions,1
A5100361182,Li Li,Paper Mill,1
A5100361186,Li Li,Notice - Limited or No Information,2
A5100361190,Li Li,Computer-Aided Content or Computer-Generated Content,1
A5100361190,Li Li,Concerns/Issues about Data,1
A5100361190,Li Li,Concerns/Issues about Peer Review,1
A5100361190,Li Li,Concerns/Issues about Referencing/Attributions,1
A5100361190,Li Li,Concerns/Issues about Results and/or Conclusions,1
A5100361190,Li Li,Paper Mill,1
A5100361190,Li Li,Unreliable Results and/or Conclusions,1
A5100361194,Li Li,Informed/Patient Consent - None/Withdrawn,1
A5100361194,Li Li,Lack of IRB/IACUC Approval and/or Compliance,1
A5100361194,Li Li,Original Data and/or Images not Provided and/or not Available,1
A5100361203,Li Li,Duplication of/in Image,1
A5100361203,Li Li,Error in Image,1
A5100361204,Li Li,Concerns/Issues about Data,1
A5100361204,Li Li,Duplication of/in Image,1
A5100361204,Li Li,Manipulation of Images,1
A5100361204,Li Li,Original Data and/or Images not Provided and/or not Available,1
A5100361204,Li Li,Upgrade/Update of Prior Notice(s),1
A5100361210,Li Li,Computer-Aided Content or Computer-Generated Content,1
A5100361210,Li Li,Concerns/Issues about Data,1
A5100361210,Li Li,Concerns/Issues about Peer Review,1
A5100361210,Li Li,Concerns/Issues about Referencing/Attributions,1
A5100361210,Li Li,Concerns/Issues about Results and/or Conclusions,1
A5100361210,Li Li,Paper Mill,1
A5100361210,Li Li,Unreliable Results and/or Conclusions,1
A5100361212,Li Li,Computer-Aided Content or Computer-Generated Content,1
A5100361212,Li Li,Concerns/Issues about Data,1
A5100361212,Li Li,Concerns/Issues about Peer Review,1
A5100361212,Li Li,Concerns/Issues about Referencing/Attributions,1
A5100361212,Li Li,Concerns/Issues about Results and/or Conclusions,1
A5100361212,Li Li,Informed/Patient Consent - None/Withdrawn,1
A5100361212,Li Li,Lack of IRB/IACUC Approval and/or Compliance,1
A5100361212,Li Li,Paper Mill,1
A5100361212,Li Li,Unreliable Results and/or Conclusions,1
A5100361219,Li Li,Error in Data,1
A5100361219,Li Li,Error in Materials,1
A5100361219,Li Li,Error in Methods,1
A5100361219,Li Li,Error in Results and/or Conclusions,1
A5100361237,Li Li,Concerns/Issues about Data,1
A5100361237,Li Li,Concerns/Issues about Image,1
A5100361237,Li Li,Concerns/Issues about Results and/or Conclusions,1
A5100361245,Li Li,Computer-Aided Content or Computer-Generated Content,1
A5100361245,Li Li,Concerns/Issues about Data,1
A5100361245,Li Li,Concerns/Issues about Peer Review,1
A5100361245,Li Li,Concerns/Issues about Referencing/Attributions,1
A5100361245,Li Li,Concerns/Issues about Results and/or Conclusions,1
A5100361245,Li Li,Paper Mill,1
A5100361245,Li Li,Unreliable Results and/or Conclusions,1
A5100361256,Li Li,Compromised Peer Review,1
A5100361256,Li Li,Paper Mill,1
A5100361256,Li Li,Unreliable Results and/or Conclusions,1
A5100361257,Li Li,Concerns/Issues about Peer Review,2
A5100361257,Li Li,Concerns/Issues about Data,1
A5100361257,Li Li,Concerns/Issues about Referencing/Attributions,1
A5100361257,Li Li,Objections by Author(s),1
A5100361257,Li Li,Unreliable Results and/or Conclusions,1
A5100361259,Li Li,Error in Analyses,1
A5100361259,Li Li,Error in Methods,1
A5100361281,Li Li,Notice - Limited or No Information,1
A5100361285,Li Li,Original Data and/or Images not Provided and/or not Available,2
A5100361285,Li Li,Compromised Peer Review,1
A5100361285,Li Li,Concerns/Issues about Data,1
A5100361285,Li Li,Duplication of/in Image,1
A5100361285,Li Li,Results Not Reproducible,1
A5100361285,Li Li,Unreliable Results and/or Conclusions,1
A5100361286,Li Li,Computer-Aided Content or Computer-Generated Content,1
A5100361286,Li Li,Concerns/Issues about Data,1
A5100361286,Li Li,Concerns/Issues about Peer Review,1
A5100361286,Li Li,Concerns/Issues about Referencing/Attributions,1
A5100361286,Li Li,Concerns/Issues about Results and/or Conclusions,1
A5100361286,Li Li,Informed/Patient Consent - None/Withdrawn,1
A5100361286,Li Li,Lack of IRB/IACUC Approval and/or Compliance,1
A5100361286,Li Li,Paper Mill,1
A5100361286,Li Li,Unreliable Results and/or Conclusions,1
A5100361301,Li Li,Concerns/Issues about Article,1
A5100361301,Li Li,Concerns/Issues about Authorship/Affiliation,1
A5100361301,Li Li,Unreliable Results and/or Conclusions,1
A5100361304,Li Li,Duplication of/in Image,2
A5100361304,Li Li,Concerns/Issues about Data,1
A5100361304,Li Li,Concerns/Issues about Human Subject Welfare,1
A5100361304,Li Li,Concerns/Issues about Image,1
A5100361304,Li Li,Concerns/Issues about Peer Review,1
A5100361304,Li Li,Concerns/Issues about Referencing/Attributions,1
A5100361304,Li Li,Lack of IRB/IACUC Approval and/or Compliance,1
A5100361304,Li Li,Unreliable Results and/or Conclusions,1
A5100361312,Li Li,Compromised Peer Review,1
A5100361312,Li Li,Paper Mill,1
A5100361312,Li Li,Unreliable Results and/or Conclusions,1
A5100361326,Li Li,Compromised Peer Review,3
A5100361326,Li Li,Computer-Aided Content or Computer-Generated Content,2
A5100361326,Li Li,Concerns/Issues about Referencing/Attributions,2
A5100361326,Li Li,Concerns/Issues about Third Party Involvement,2
A5100361326,Li Li,Paper Mill,2
A5100361326,Li Li,Unreliable Results and/or Conclusions,2
A5100361326,Li Li,Cites Retracted Work,1
A5100361334,Li Li,Notice - Limited or No Information,1
A5100361344,Li Li,Author Unresponsive,1
A5100361344,Li Li,Duplication of/in Image,1
A5100361344,Li Li,Paper Mill,1
A5100361348,Li Li,Concerns/Issues about Data,2
A5100361348,Li Li,Concerns/Issues about Peer Review,2
A5100361348,Li Li,Concerns/Issues about Referencing/Attributions,2
A5100361348,Li Li,Unreliable Results and/or Conclusions,2
A5100361348,Li Li,Compromised Peer Review,1
A5100361348,Li Li,Concerns/Issues about Authorship/Affiliation,1
A5100361348,Li Li,Concerns/Issues about Image,1
A5100361348,Li Li,Error in Image,1
A5100361348,Li Li,Euphemisms for Plagiarism,1
A5100361348,Li Li,Plagiarism of/in Article,1
A5100361351,Li Li,Author Unresponsive,1
A5100361351,Li Li,Concerns/Issues about Data,1
A5100361351,Li Li,Duplication of/in Image,1
A5100361351,Li Li,Error in Image,1
A5100361352,Li Li,Concerns/Issues about Data,1
A5100361352,Li Li,Original Data and/or Images not Provided and/or not Available,1
A5100361352,Li Li,Unreliable Data,1
A5100361371,Li Li,Error in Image,1
A5100361371,Li Li,Unreliable Image,1
A5100361371,Li Li,Unreliable Results and/or Conclusions,1
A5100361387,Li Li,Concerns/Issues about Image,1
A5100361387,Li Li,Concerns/Issues about Results and/or Conclusions,1
A5100361387,Li Li,Falsification/Fabrication of Image,1
A5100361387,Li Li,Investigation by Company/Institution,1
A5100361387,Li Li,Removed,1
A5100361395,Li Li,Compromised Peer Review,1
A5100361395,Li Li,Concerns/Issues about Referencing/Attributions,1
A5100361395,Li Li,Concerns/Issues about Third Party Involvement,1
A5100361602,Jun Liu,Concerns/Issues about Data,2
A5100361602,Jun Liu,Unreliable Results and/or Conclusions,2
A5100361602,Jun Liu,Author Unresponsive,1
A5100361602,Jun Liu,Computer-Aided Content or Computer-Generated Content,1
A5100361602,Jun Liu,Concerns/Issues about Peer Review,1
A5100361602,Jun Liu,Concerns/Issues about Referencing/Attributions,1
A5100361602,Jun Liu,Concerns/Issues about Results and/or Conclusions,1
A5100361602,Jun Liu,Duplication of Data,1
A5100361602,Jun Liu,Original Data and/or Images not Provided and/or not Available,1
A5100361602,Jun Liu,Paper Mill,1
A5100361613,Jun Liu,Notice - Limited or No Information,1
A5100361633,Jun Li,Concerns/Issues about Image,1
A5100361633,Jun Li,Unreliable Data,1
A5100361633,Jun Li,Upgrade/Update of Prior Notice(s),1
A5100361638,Jun Li,Author Unresponsive,1
A5100361638,Jun Li,Compromised Peer Review,1
A5100361663,Jun Li,Breach of Policy by Author,1
A5100361663,Jun Li,Date of Article and/or Notice Unknown,1
A5100361663,Jun Li,Notice - Limited or No Information,1
A5100361689,Jun Li,Compromised Peer Review,1
A5100361689,Jun Li,Computer-Aided Content or Computer-Generated Content,1
A5100361689,Jun Li,Concerns/Issues about Data,1
A5100361689,Jun Li,Concerns/Issues about Peer Review,1
A5100361689,Jun Li,Concerns/Issues about Referencing/Attributions,1
A5100361689,Jun Li,Concerns/Issues about Results and/or Conclusions,1
A5100361689,Jun Li,Paper Mill,1
A5100361689,Jun Li,Unreliable Results and/or Conclusions,1
A5100361693,Jun Liu,Date of Article and/or Notice Unknown,1
A5100361693,Jun Liu,Duplication of Content through Error by Journal/Publisher,1
A5100361707,Jun Liu,Concerns/Issues about Referencing/Attributions,2
A5100361707,Jun Liu,Unreliable Results and/or Conclusions,2
A5100361707,Jun Liu,Breach of Policy by Author,1
A5100361707,Jun Liu,Compromised Peer Review,1
A5100361707,Jun Liu,Computer-Aided Content or Computer-Generated Content,1
A5100361707,Jun Liu,Concerns/Issues about Third Party Involvement,1
A5100361707,Jun Liu,Notice - Limited or No Information,1
A5100361707,Jun Liu,Objections by Author(s),1
A5100361707,Jun Liu,Paper Mill,1
A5100361716,Jun Li,Duplication of/in Article,1
A5100361759,Jun Li,Computer-Aided Content or Computer-Generated Content,1
A5100361759,Jun Li,Concerns/Issues about Data,1
A5100361759,Jun Li,Concerns/Issues about Peer Review,1
A5100361759,Jun Li,Concerns/Issues about Referencing/Attributions,1
A5100361759,Jun Li,Concerns/Issues about Results and/or Conclusions,1
A5100361759,Jun Li,Paper Mill,1
A5100361759,Jun Li,Unreliable Results and/or Conclusions,1
A5100361773,Jun Li,Concerns/Issues about Data,1
A5100361773,Jun Li,Duplication of/in Image,1
A5100361773,Jun Li,Paper Mill,1
A5100361776,Jun Liu,Computer-Aided Content or Computer-Generated Content,1
A5100361776,Jun Liu,Concerns/Issues about Data,1
A5100361776,Jun Liu,Concerns/Issues about Peer Review,1
A5100361776,Jun Liu,Concerns/Issues about Referencing/Attributions,1
A5100361776,Jun Liu,Concerns/Issues about Results and/or Conclusions,1
A5100361776,Jun Liu,Paper Mill,1
A5100361776,Jun Liu,Unreliable Results and/or Conclusions,1
A5100361781,Jun Li,Compromised Peer Review,1
A5100361781,Jun Li,Computer-Aided Content or Computer-Generated Content,1
A5100361781,Jun Li,Rogue Editor,1
A5100361781,Jun Li,Upgrade/Update of Prior Notice(s),1
A5100361797,Jun Liu,Computer-Aided Content or Computer-Generated Content,1
A5100361797,Jun Liu,Concerns/Issues about Data,1
A5100361797,Jun Liu,Concerns/Issues about Peer Review,1
A5100361797,Jun Liu,Concerns/Issues about Referencing/Attributions,1
A5100361797,Jun Liu,Concerns/Issues about Results and/or Conclusions,1
A5100361797,Jun Liu,Paper Mill,1
A5100361797,Jun Liu,Unreliable Results and/or Conclusions,1
A5100361804,Jun Li,Compromised Peer Review,1
A5100361814,Jun Li,Author Unresponsive,1
A5100361814,Jun Li,Concerns/Issues about Data,1
A5100361814,Jun Li,Euphemisms for Plagiarism,1
A5100361814,Jun Li,Plagiarism of Data,1
A5100361823,Jun Li,Compromised Peer Review,1
A5100361823,Jun Li,Paper Mill,1
A5100361823,Jun Li,Unreliable Results and/or Conclusions,1
A5100361828,Jun Liu,Compromised Peer Review,1
A5100361828,Jun Liu,Concerns/Issues about Referencing/Attributions,1
A5100361828,Jun Liu,Rogue Editor,1
A5100361828,Jun Liu,Unreliable Results and/or Conclusions,1
A5100361841,Jun Li,Compromised Peer Review,1
A5100361841,Jun Li,Paper Mill,1
A5100361849,Jun Li,Computer-Aided Content or Computer-Generated Content,1
A5100361849,Jun Li,Date of Article and/or Notice Unknown,1
A5100361849,Jun Li,Notice - Limited or No Information,1
A5100361872,Jun Li,Concerns/Issues about Data,2
A5100361872,Jun Li,Paper Mill,2
A5100361872,Jun Li,Unreliable Data,2
A5100361872,Jun Li,Euphemisms for Plagiarism,1
A5100361872,Jun Li,False/Forged Authorship,1
A5100361872,Jun Li,Original Data and/or Images not Provided and/or not Available,1
A5100361872,Jun Li,Plagiarism of Text,1
A5100361872,Jun Li,Results Not Reproducible,1
A5100361872,Jun Li,Unreliable Results and/or Conclusions,1
A5100361873,Jun Liu,Concerns/Issues about Data,1
A5100361873,Jun Liu,Euphemisms for Plagiarism,1
A5100361873,Jun Liu,Falsification/Fabrication of Image,1
A5100361873,Jun Liu,Manipulation of Images,1
A5100361873,Jun Liu,Plagiarism of Image,1
A5100361873,Jun Liu,Unreliable Results and/or Conclusions,1
A5100361885,Jun Liu,Date of Article and/or Notice Unknown,1
A5100361885,Jun Liu,Notice - Limited or No Information,1
A5100361885,Jun Liu,Removed,1
A5100361892,Jun Li,Computer-Aided Content or Computer-Generated Content,1
A5100361921,­Jun Li­,Author Unresponsive,2
A5100361921,­Jun Li­,Compromised Peer Review,1
